# l Dl_TT Dl_TE Dl_TB Dl_ET Dl_BT Dl_EE Dl_EB Dl_BE Dl_BB
2.000000000000000000e+00 1.078936696422837485e+03 4.197460368638058270e+00 0.000000000000000000e+00 4.197460368638058270e+00 0.000000000000000000e+00 6.220729945771936720e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.871961923478001166e-01
3.000000000000000000e+00 1.014114754774602716e+03 4.320199875997543515e+00 0.000000000000000000e+00 4.320199875997543515e+00 0.000000000000000000e+00 5.442334399593002914e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.292293072981893887e-01
4.000000000000000000e+00 9.572793702220659497e+02 4.016807306026932700e+00 0.000000000000000000e+00 4.016807306026932700e+00 0.000000000000000000e+00 4.855649070377964227e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.934461622562347660e-01
5.000000000000000000e+00 9.152235266247788559e+02 3.514048049190152234e+00 0.000000000000000000e+00 3.514048049190152234e+00 0.000000000000000000e+00 4.357562958918383411e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.683932523833277850e-01
6.000000000000000000e+00 8.862528290247961422e+02 2.975695689941759703e+00 0.000000000000000000e+00 2.975695689941759703e+00 0.000000000000000000e+00 3.957514821218638956e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.495215494580348137e-01
7.000000000000000000e+00 8.673608351838897761e+02 2.494311846993450210e+00 0.000000000000000000e+00 2.494311846993450210e+00 0.000000000000000000e+00 3.659030524389396688e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.346066064392413331e-01
8.000000000000000000e+00 8.553854112371298015e+02 2.111881158067435926e+00 0.000000000000000000e+00 2.111881158067435926e+00 0.000000000000000000e+00 3.441062417727899225e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.224111263606041999e-01
9.000000000000000000e+00 8.497495754815784039e+02 1.839887466743770350e+00 0.000000000000000000e+00 1.839887466743770350e+00 0.000000000000000000e+00 3.273823090612196229e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.121830703999146861e-01
1.000000000000000000e+01 8.476339797447374167e+02 1.668472816203445674e+00 0.000000000000000000e+00 1.668472816203445674e+00 0.000000000000000000e+00 3.134955083167391687e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.034347878865132020e-01
1.100000000000000000e+01 8.483104608156410222e+02 1.580484126434534620e+00 0.000000000000000000e+00 1.580484126434534620e+00 0.000000000000000000e+00 3.013931453493737811e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.958340032685011722e-01
1.200000000000000000e+01 8.522635767148223067e+02 1.553755511311741611e+00 0.000000000000000000e+00 1.553755511311741611e+00 0.000000000000000000e+00 2.907767046905073705e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.891451033509856383e-01
1.300000000000000000e+01 8.579870572188971209e+02 1.565876073866254492e+00 0.000000000000000000e+00 1.565876073866254492e+00 0.000000000000000000e+00 2.815245133696122615e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.831957122986236641e-01
1.400000000000000000e+01 8.647274244123988183e+02 1.598996910773282210e+00 0.000000000000000000e+00 1.598996910773282210e+00 0.000000000000000000e+00 2.734291640304851723e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.778562518224012790e-01
1.500000000000000000e+01 8.726219003705064097e+02 1.641588611475326420e+00 0.000000000000000000e+00 1.641588611475326420e+00 0.000000000000000000e+00 2.662383115497504171e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.730271388191861881e-01
1.600000000000000000e+01 8.818841117325687264e+02 1.687738065626523731e+00 0.000000000000000000e+00 1.687738065626523731e+00 0.000000000000000000e+00 2.597719512507393747e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.686304599523384962e-01
1.700000000000000000e+01 8.923846598687115375e+02 1.735012180589911246e+00 0.000000000000000000e+00 1.735012180589911246e+00 0.000000000000000000e+00 2.539548831791455519e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.646041308760867738e-01
1.800000000000000000e+01 9.031420594853398143e+02 1.782887484614285256e+00 0.000000000000000000e+00 1.782887484614285256e+00 0.000000000000000000e+00 2.487637593846249717e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.608979820494532142e-01
1.900000000000000000e+01 9.154157455880675798e+02 1.835001779682503553e+00 0.000000000000000000e+00 1.835001779682503553e+00 0.000000000000000000e+00 2.441684175328836526e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.574709339465601432e-01
2.000000000000000000e+01 9.278228848026756168e+02 1.889449477119522047e+00 0.000000000000000000e+00 1.889449477119522047e+00 0.000000000000000000e+00 2.401105163773851747e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.542890886305953446e-01
2.100000000000000000e+01 9.406798299075916248e+02 1.948135015862663355e+00 0.000000000000000000e+00 1.948135015862663355e+00 0.000000000000000000e+00 2.365323451323459170e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.513241088392269229e-01
2.200000000000000000e+01 9.539693086881712816e+02 2.010721811067233578e+00 0.000000000000000000e+00 2.010721811067233578e+00 0.000000000000000000e+00 2.333912953781163147e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.485520649526732850e-01
2.300000000000000000e+01 9.676212334179052732e+02 2.076321768676711699e+00 0.000000000000000000e+00 2.076321768676711699e+00 0.000000000000000000e+00 2.306574886230887689e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.459525909210881156e-01
2.400000000000000000e+01 9.816526557531324215e+02 2.141903073123445189e+00 0.000000000000000000e+00 2.141903073123445189e+00 0.000000000000000000e+00 2.283031492294453901e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.435082828755143147e-01
2.500000000000000000e+01 9.960422955536714653e+02 2.203317703129344718e+00 0.000000000000000000e+00 2.203317703129344718e+00 0.000000000000000000e+00 2.263040696901508775e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.412041532915970787e-01
2.600000000000000000e+01 1.010710793063801475e+03 2.259372918868373326e+00 0.000000000000000000e+00 2.259372918868373326e+00 0.000000000000000000e+00 2.246392082362274334e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.390271794079239731e-01
2.700000000000000000e+01 1.025724318166809098e+03 2.307487839729434942e+00 0.000000000000000000e+00 2.307487839729434942e+00 0.000000000000000000e+00 2.232971576317198947e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.369659770376362162e-01
2.800000000000000000e+01 1.041022989214594190e+03 2.347142208153191856e+00 0.000000000000000000e+00 2.347142208153191856e+00 0.000000000000000000e+00 2.222789458361137671e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.350105602218708845e-01
2.900000000000000000e+01 1.056623511704700149e+03 2.379380976747451193e+00 0.000000000000000000e+00 2.379380976747451193e+00 0.000000000000000000e+00 2.215895038624265123e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.331521436034998618e-01
3.000000000000000000e+01 1.072520898514694636e+03 2.404530545643477346e+00 0.000000000000000000e+00 2.404530545643477346e+00 0.000000000000000000e+00 2.212299635873803405e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.313829458976819575e-01
3.100000000000000000e+01 1.088526599795621905e+03 2.423251683249198152e+00 0.000000000000000000e+00 2.423251683249198152e+00 0.000000000000000000e+00 2.211998766525392623e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.296960543907835217e-01
3.200000000000000000e+01 1.104800997494563035e+03 2.435973429815216029e+00 0.000000000000000000e+00 2.435973429815216029e+00 0.000000000000000000e+00 2.214983936419085420e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.280852849479076627e-01
3.300000000000000000e+01 1.121329524548748168e+03 2.442326435828521713e+00 0.000000000000000000e+00 2.442326435828521713e+00 0.000000000000000000e+00 2.221201795138241508e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.265450903761158319e-01
3.400000000000000000e+01 1.138067656087578598e+03 2.441273873269487193e+00 0.000000000000000000e+00 2.441273873269487193e+00 0.000000000000000000e+00 2.230654755361900776e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.250704900241063899e-01
3.500000000000000000e+01 1.155030179065572383e+03 2.432887719588876063e+00 0.000000000000000000e+00 2.432887719588876063e+00 0.000000000000000000e+00 2.243344741386791297e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.236570018416878747e-01
3.600000000000000000e+01 1.172151995369979431e+03 2.416683724494011365e+00 0.000000000000000000e+00 2.416683724494011365e+00 0.000000000000000000e+00 2.259196799086100327e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.223005755537471401e-01
3.700000000000000000e+01 1.189400173735559065e+03 2.391245259314692451e+00 0.000000000000000000e+00 2.391245259314692451e+00 0.000000000000000000e+00 2.278166838621945023e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.209975218855348228e-01
3.800000000000000000e+01 1.206888617302492776e+03 2.354973605392519431e+00 0.000000000000000000e+00 2.354973605392519431e+00 0.000000000000000000e+00 2.300263550263932089e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.197444855081467863e-01
3.900000000000000000e+01 1.224616810338206051e+03 2.307354629950700620e+00 0.000000000000000000e+00 2.307354629950700620e+00 0.000000000000000000e+00 2.325531944122253281e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.185384077492664806e-01
4.000000000000000000e+01 1.242550950766312553e+03 2.248169223166500252e+00 0.000000000000000000e+00 2.248169223166500252e+00 0.000000000000000000e+00 2.354028420132376065e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.173764891023230117e-01
4.100000000000000000e+01 1.260641691220496568e+03 2.177402916247500819e+00 0.000000000000000000e+00 2.177402916247500819e+00 0.000000000000000000e+00 2.385801780551510543e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.162561749967549046e-01
4.200000000000000000e+01 1.278888754450437773e+03 2.095789850960153800e+00 0.000000000000000000e+00 2.095789850960153800e+00 0.000000000000000000e+00 2.420853376767184428e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.151751114520522395e-01
4.300000000000000000e+01 1.297291167698155959e+03 2.003852571879182420e+00 0.000000000000000000e+00 2.003852571879182420e+00 0.000000000000000000e+00 2.459172967730452464e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.141311222485877769e-01
4.400000000000000000e+01 1.315884303153057090e+03 1.900726368930598875e+00 0.000000000000000000e+00 1.900726368930598875e+00 0.000000000000000000e+00 2.500753743414486641e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.131222070518457246e-01
4.500000000000000000e+01 1.334715086679071419e+03 1.786108819934003833e+00 0.000000000000000000e+00 1.786108819934003833e+00 0.000000000000000000e+00 2.545652279570617682e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.121465249791288449e-01
4.600000000000000000e+01 1.353718205711588780e+03 1.660412326410741990e+00 0.000000000000000000e+00 1.660412326410741990e+00 0.000000000000000000e+00 2.593907196889688183e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.112023725176736755e-01
4.700000000000000000e+01 1.372820756445518327e+03 1.523894838088074577e+00 0.000000000000000000e+00 1.523894838088074577e+00 0.000000000000000000e+00 2.645513563549239389e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.102881644991853677e-01
4.800000000000000000e+01 1.392045533063109815e+03 1.375674976280473194e+00 0.000000000000000000e+00 1.375674976280473194e+00 0.000000000000000000e+00 2.700413027015645118e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.094024279963683316e-01
4.900000000000000000e+01 1.411459706898835066e+03 1.214657415931621465e+00 0.000000000000000000e+00 1.214657415931621465e+00 0.000000000000000000e+00 2.758547989814471024e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.085437911915722586e-01
5.000000000000000000e+01 1.431166344965977714e+03 1.039965201881417389e+00 0.000000000000000000e+00 1.039965201881417389e+00 0.000000000000000000e+00 2.819966170688462115e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.077109772783975822e-01
5.100000000000000000e+01 1.451159341865818760e+03 8.512823549680150759e-01 0.000000000000000000e+00 8.512823549680150759e-01 0.000000000000000000e+00 2.884693869210377404e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.069027993460177905e-01
5.200000000000000000e+01 1.471334750207089883e+03 6.491478013273133119e-01 0.000000000000000000e+00 6.491478013273133119e-01 0.000000000000000000e+00 2.952736145271608326e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.061181475191246282e-01
