# l Dl_TT Dl_TE Dl_TB Dl_ET Dl_BT Dl_EE Dl_EB Dl_BE Dl_BB
2.000000000000000000e+00 3.556340025558160050e+03 4.728717120765060855e+01 0.000000000000000000e+00 4.728717120765060855e+01 0.000000000000000000e+00 1.788504642254592270e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.171416021966398091e+01
3.000000000000000000e+00 2.956469786548589127e+03 4.095862829382725323e+01 0.000000000000000000e+00 4.095862829382725323e+01 0.000000000000000000e+00 1.522263816411823356e+01 0.000000000000000000e+00 0.000000000000000000e+00 9.960348943780527264e+00
4.000000000000000000e+00 2.591651749314694825e+03 3.667266137205771059e+01 0.000000000000000000e+00 3.667266137205771059e+01 0.000000000000000000e+00 1.356843614518421859e+01 0.000000000000000000e+00 0.000000000000000000e+00 8.877669076105062729e+00
5.000000000000000000e+00 2.344743236935313689e+03 3.338140688677592749e+01 0.000000000000000000e+00 3.338140688677592749e+01 0.000000000000000000e+00 1.240147636922403684e+01 0.000000000000000000e+00 0.000000000000000000e+00 8.119606236430707114e+00
6.000000000000000000e+00 2.167597918538732301e+03 3.074237905805759752e+01 0.000000000000000000e+00 3.074237905805759752e+01 0.000000000000000000e+00 1.151988069712111162e+01 0.000000000000000000e+00 0.000000000000000000e+00 7.548531329336469753e+00
7.000000000000000000e+00 2.035468025968627899e+03 2.860059781765086839e+01 0.000000000000000000e+00 2.860059781765086839e+01 0.000000000000000000e+00 1.082482941931110432e+01 0.000000000000000000e+00 0.000000000000000000e+00 7.097148786822896405e+00
8.000000000000000000e+00 1.933517685633923065e+03 2.686033024633670863e+01 0.000000000000000000e+00 2.686033024633670863e+01 0.000000000000000000e+00 1.025904416935258290e+01 0.000000000000000000e+00 0.000000000000000000e+00 6.728019588021214581e+00
9.000000000000000000e+00 1.854286113696867005e+03 2.544941178159158923e+01 0.000000000000000000e+00 2.544941178159158923e+01 0.000000000000000000e+00 9.786034256681668708e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.418403092438466295e+00
1.000000000000000000e+01 1.790600986586894578e+03 2.430367281768702981e+01 0.000000000000000000e+00 2.430367281768702981e+01 0.000000000000000000e+00 9.381805131761833394e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.153534781863104541e+00
1.100000000000000000e+01 1.738833692585962808e+03 2.336892519927715028e+01 0.000000000000000000e+00 2.336892519927715028e+01 0.000000000000000000e+00 9.030466787510073701e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.923346994771309326e+00
1.200000000000000000e+01 1.697460175523560565e+03 2.259689228142653050e+01 0.000000000000000000e+00 2.259689228142653050e+01 0.000000000000000000e+00 8.721259989940056911e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.720740399918491370e+00
1.300000000000000000e+01 1.663526090163044046e+03 2.194593219842409937e+01 0.000000000000000000e+00 2.194593219842409937e+01 0.000000000000000000e+00 8.446358588693506420e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.540487389324343148e+00
1.400000000000000000e+01 1.635209569139196446e+03 2.138378259656235159e+01 0.000000000000000000e+00 2.138378259656235159e+01 0.000000000000000000e+00 8.199780734988845410e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.378669530447512948e+00
1.500000000000000000e+01 1.611839574679149564e+03 2.088783972218252671e+01 0.000000000000000000e+00 2.088783972218252671e+01 0.000000000000000000e+00 7.976837384379260598e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.232276134874461526e+00
1.600000000000000000e+01 1.593004077934041561e+03 2.044347258919913202e+01 0.000000000000000000e+00 2.044347258919913202e+01 0.000000000000000000e+00 7.773855901244699496e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.098937626988651495e+00
1.700000000000000000e+01 1.578085146872126643e+03 2.004138501338758616e+01 0.000000000000000000e+00 2.004138501338758616e+01 0.000000000000000000e+00 7.588011534391081447e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.976787826058275854e+00
1.800000000000000000e+01 1.565709794501165106e+03 1.967546154945840797e+01 0.000000000000000000e+00 1.967546154945840797e+01 0.000000000000000000e+00 7.417040630958951830e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.864306604124552180e+00
1.900000000000000000e+01 1.556820448786182851e+03 1.934475118836149576e+01 0.000000000000000000e+00 1.934475118836149576e+01 0.000000000000000000e+00 7.259074619362780645e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.760246623913760189e+00
2.000000000000000000e+01 1.549776215786537705e+03 1.904358733018238325e+01 0.000000000000000000e+00 1.904358733018238325e+01 0.000000000000000000e+00 7.112548389434047102e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.663585332930611393e+00
2.100000000000000000e+01 1.544679978306147859e+03 1.877072872093602385e+01 0.000000000000000000e+00 1.877072872093602385e+01 0.000000000000000000e+00 6.976143975622292714e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.573467487676730059e+00
2.200000000000000000e+01 1.541335566292392969e+03 1.852316730633229724e+01 0.000000000000000000e+00 1.852316730633229724e+01 0.000000000000000000e+00 6.848748502262758997e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.489166911110642033e+00
2.300000000000000000e+01 1.539522902545605348e+03 1.829776218101138241e+01 0.000000000000000000e+00 1.829776218101138241e+01 0.000000000000000000e+00 6.729429550072312693e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.410071042152072351e+00
