# l Dl_TT Dl_TE Dl_TB Dl_ET Dl_BT Dl_EE Dl_EB Dl_BE Dl_BB
2.000000000000000000e+00 1.714223928119000902e+03 1.524707621889495179e+01 0.000000000000000000e+00 1.524707621889495179e+01 0.000000000000000000e+00 5.048865853233728274e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.291801457355948202e+00
3.000000000000000000e+00 1.512146347264757651e+03 1.371550108623783082e+01 0.000000000000000000e+00 1.371550108623783082e+01 0.000000000000000000e+00 4.308260409013027648e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.798965958310716484e+00
4.000000000000000000e+00 1.376295166334988380e+03 1.239085015156623193e+01 0.000000000000000000e+00 1.239085015156623193e+01 0.000000000000000000e+00 3.840446472304955172e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.494725284260141063e+00
5.000000000000000000e+00 1.281676260458553088e+03 1.117303284409841169e+01 0.000000000000000000e+00 1.117303284409841169e+01 0.000000000000000000e+00 3.504165074869377339e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.281705518126907695e+00
6.000000000000000000e+00 1.214680958400674854e+03 1.009600250373576991e+01 0.000000000000000000e+00 1.009600250373576991e+01 0.000000000000000000e+00 3.248350380676777949e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.121231869116905422e+00
7.000000000000000000e+00 1.166726147090911127e+03 9.188839399971305610e+00 0.000000000000000000e+00 9.188839399971305610e+00 0.000000000000000000e+00 3.047922528070062143e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.994392589539687899e+00
8.000000000000000000e+00 1.131655621217756789e+03 8.458218082847460906e+00 0.000000000000000000e+00 8.458218082847460906e+00 0.000000000000000000e+00 2.886630518591721373e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.890668442830662599e+00
9.000000000000000000e+00 1.107126427690923720e+03 7.894166762517197178e+00 0.000000000000000000e+00 7.894166762517197178e+00 0.000000000000000000e+00 2.752899869342625205e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.803667361875406883e+00
1.000000000000000000e+01 1.089202795342250511e+03 7.472903894044582884e+00 0.000000000000000000e+00 7.472903894044582884e+00 0.000000000000000000e+00 2.638916645776961722e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.729241611523614441e+00
1.100000000000000000e+01 1.076412805889701758e+03 7.167785848719010922e+00 0.000000000000000000e+00 7.167785848719010922e+00 0.000000000000000000e+00 2.539825967823046593e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.664564141909280481e+00
1.200000000000000000e+01 1.068725261294082202e+03 6.949939007477294872e+00 0.000000000000000000e+00 6.949939007477294872e+00 0.000000000000000000e+00 2.452642009901215392e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.607636082477807982e+00
1.300000000000000000e+01 1.064262630956136036e+03 6.792026091559785428e+00 0.000000000000000000e+00 6.792026091559785428e+00 0.000000000000000000e+00 2.375269449267089161e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.556990062642402917e+00
