# l Dl_TT Dl_TE Dl_TB Dl_ET Dl_BT Dl_EE Dl_EB Dl_BE Dl_BB
2.000000000000000000e+00 1.079908839790850834e+03 4.214368970730976827e+00 0.000000000000000000e+00 4.214368970730976827e+00 0.000000000000000000e+00 6.288470647233731503e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.916409452152381232e-01
3.000000000000000000e+00 1.014876749628116045e+03 4.334577035160730674e+00 0.000000000000000000e+00 4.334577035160730674e+00 0.000000000000000000e+00 5.499933409120834060e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.330086211432797261e-01
4.000000000000000000e+00 9.579203666836384627e+02 4.029621760570204714e+00 0.000000000000000000e+00 4.029621760570204714e+00 0.000000000000000000e+00 4.906987429407617118e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.968146885903276133e-01
5.000000000000000000e+00 9.157840152500994009e+02 3.525768281648160141e+00 0.000000000000000000e+00 3.525768281648160141e+00 0.000000000000000000e+00 4.404517540838064349e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.714741408101393194e-01
6.000000000000000000e+00 8.867550695819970770e+02 2.986591660638086676e+00 0.000000000000000000e+00 2.986591660638086676e+00 0.000000000000000000e+00 4.001167162526866883e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.523857641778046168e-01
7.000000000000000000e+00 8.678185490757319940e+02 2.504556341706688727e+00 0.000000000000000000e+00 2.504556341706688727e+00 0.000000000000000000e+00 3.700072852499671217e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.372995674432782365e-01
8.000000000000000000e+00 8.558077315115608599e+02 2.121592817442211398e+00 0.000000000000000000e+00 2.121592817442211398e+00 0.000000000000000000e+00 3.479970039125270254e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.249640205443712293e-01
9.000000000000000000e+00 8.501429377668665666e+02 1.849152235044264181e+00 0.000000000000000000e+00 1.849152235044264181e+00 0.000000000000000000e+00 3.310940320707677631e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.146184897827534410e-01
1.000000000000000000e+01 8.480031095902209017e+02 1.677355312681221955e+00 0.000000000000000000e+00 1.677355312681221955e+00 0.000000000000000000e+00 3.170540803258226625e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.057697187956885609e-01
1.100000000000000000e+01 8.486589399746176241e+02 1.589034323655890812e+00 0.000000000000000000e+00 1.589034323655890812e+00 0.000000000000000000e+00 3.048185866058262805e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.980815818667799044e-01
1.200000000000000000e+01 8.525942014963694646e+02 1.562013216839041263e+00 0.000000000000000000e+00 1.562013216839041263e+00 0.000000000000000000e+00 2.940849630500650957e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.913157937331607938e-01
1.300000000000000000e+01 8.583020600212696536e+02 1.573873671890288151e+00 0.000000000000000000e+00 1.573873671890288151e+00 0.000000000000000000e+00 2.847285626724110896e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.852980271826047132e-01
1.400000000000000000e+01 8.650286146265251546e+02 1.606761049095236427e+00 0.000000000000000000e+00 1.606761049095236427e+00 0.000000000000000000e+00 2.765396799546141482e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.798971960051607422e-01
1.500000000000000000e+01 8.729107646041196631e+02 1.649141455357687081e+00 0.000000000000000000e+00 1.649141455357687081e+00 0.000000000000000000e+00 2.692641739400070677e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.750125387757905659e-01
1.600000000000000000e+01 8.821618930631752846e+02 1.695098414507944629e+00 0.000000000000000000e+00 1.695098414507944629e+00 0.000000000000000000e+00 2.627206915063773907e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.705652573859378351e-01
